Product Name,Brand Name,Category,Post Price,Pre Price,Discount,Basseta Payment,Rating,Item URL,Stats,Image URLs
"LG LG, 86 Inch, QNED TV, 4K HDR, Smart TV",LG,Electronics,SAR 10999,33999 Save SAR 23000,67.64% OFF,SAR 471/month    For 36 months,4.9 (7),https://www.extra.com/en-sa/electronics/television/qned/lg-86-inch-qned-tv-4k-hdr-smart-tv/p/100344777?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: QNED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100344777_100_02/LG%2C-86-Inch%2C-QNED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100344777_800/LG%2C-86-Inch%2C-QNED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344777_800/LG%2C-86-Inch%2C-QNED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100344777_800/LG%2C-86-Inch%2C-QNED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344777_800/LG%2C-86-Inch%2C-QNED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"LG LG 65 Inch, 4K OLED TV, Smart TV",LG,Electronics,SAR 10999,26999 Save SAR 16000,59.26% OFF,SAR 471/month    For 36 months,4.8 (376),https://www.extra.com/en-sa/electronics/television/oledtv/lg-65-inch-4k-oled-tv-smart-tv/p/100344714?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: OLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100344714_100_02/LG-65-Inch%2C-4K-OLED-TV%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100344714_800/LG-65-Inch%2C-4K-OLED-TV%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344714_800/LG-65-Inch%2C-4K-OLED-TV%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100344714_800/LG-65-Inch%2C-4K-OLED-TV%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344714_800/LG-65-Inch%2C-4K-OLED-TV%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SKYWORTH Skyworth, 77 Inch OLED TV 4K UHD SMART, 120Hz",SKYWORTH,Electronics,SAR 10999,15999 Save SAR 5000,31.25% OFF,SAR 471/month    For 36 months,,https://www.extra.com/en-sa/electronics/television/oledtv/skyworth-77-inch-oled-tv-4k-uhd-smart-120hz/p/100353868?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: OLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100353868_100_02/Skyworth%2C-77-Inch-OLED-TV-4K-UHD-SMART%2C-120Hz?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100353868_800/Skyworth%2C-77-Inch-OLED-TV-4K-UHD-SMART%2C-120Hz?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100353868_800/Skyworth%2C-77-Inch-OLED-TV-4K-UHD-SMART%2C-120Hz?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100353868_800/Skyworth%2C-77-Inch-OLED-TV-4K-UHD-SMART%2C-120Hz?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100353868_800/Skyworth%2C-77-Inch-OLED-TV-4K-UHD-SMART%2C-120Hz?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"TCL 98P745--TCL, 98Inch, 4K HDR 10+, Google TV",TCL,Electronics,SAR 10999,12999 Save SAR 2000,15.38% OFF,SAR 471/month    For 36 months,,https://www.extra.com/en-sa/electronics/television/led/98p745-tcl-98inch-4k-hdr-10-google-tv/p/100352408?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: LED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100352408_100_02/extra/98P745--TCL%2C-98Inch%2C-4K-HDR-10%2B%2C-Google-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100352408_800/extra/98P745--TCL%2C-98Inch%2C-4K-HDR-10%2B%2C-Google-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100352408_800/extra/98P745--TCL%2C-98Inch%2C-4K-HDR-10%2B%2C-Google-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100352408_800/extra/98P745--TCL%2C-98Inch%2C-4K-HDR-10%2B%2C-Google-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100352408_800/extra/98P745--TCL%2C-98Inch%2C-4K-HDR-10%2B%2C-Google-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SAMSUNG Samsung, 85 Inch, 4K HDR 10+, Smart TV",SAMSUNG,Electronics,SAR 10499,18999 Save SAR 8500,44.73% OFF,SAR 321/month    For 36 months,4.4 (16),https://www.extra.com/en-sa/electronics/television/qled-tv/samsung-85-inch-4k-hdr-10-smart-tv/p/100336484?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: 4K Smart LED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100336484_100_02/Samsung%2C-85-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100336484_800/Samsung%2C-85-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100336484_800/Samsung%2C-85-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100336484_800/Samsung%2C-85-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100336484_800/Samsung%2C-85-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"LG LG 77 Inch, 4K OLED TV, Smart TV",LG,Electronics,SAR 9999,26999 Save SAR 17000,62.96% OFF,SAR 428/month    For 36 months,4.8 (1),https://www.extra.com/en-sa/electronics/television/oledtv/lg-77-inch-4k-oled-tv-smart-tv/p/100344715?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: OLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100344715_100_02/LG-77-Inch%2C-4K-OLED-TV%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100344715_800/LG-77-Inch%2C-4K-OLED-TV%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344715_800/LG-77-Inch%2C-4K-OLED-TV%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100344715_800/LG-77-Inch%2C-4K-OLED-TV%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344715_800/LG-77-Inch%2C-4K-OLED-TV%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SAMSUNG Samsung, 65 Inch, 4K HDR 10+, Smart TV",SAMSUNG,Electronics,SAR 9999,21999 Save SAR 12000,54.54% OFF,SAR 428/month    For 36 months,4.6 (146),https://www.extra.com/en-sa/electronics/television/oledtv/samsung-65-inch-4k-hdr-10-smart-tv/p/100337063?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: 4K || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100337063_100_02/Samsung%2C-65-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100337063_800/Samsung%2C-65-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100337063_800/Samsung%2C-65-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100337063_800/Samsung%2C-65-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100337063_800/Samsung%2C-65-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"LG LG 75 Inch QNED 8K Smart TV, 75QNED95VPA, Black.",LG,Electronics,SAR 9999,22399 Save SAR 12400,55.35% OFF,SAR 428/month    For 36 months,,https://www.extra.com/en-sa/electronics/television/qned/lg-75-inch-qned-8k-smart-tv-75qned95vpa-black-/p/100305388?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 7680 × 4320 || Panel Type: QNED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100305388_100_02/LG-75-Inch-QNED-8K-Smart-TV%2C-75QNED95VPA%2C-Black-?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100305388_800/LG-75-Inch-QNED-8K-Smart-TV%2C-75QNED95VPA%2C-Black-?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100305388_800/LG-75-Inch-QNED-8K-Smart-TV%2C-75QNED95VPA%2C-Black-?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100305388_800/LG-75-Inch-QNED-8K-Smart-TV%2C-75QNED95VPA%2C-Black-?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100305388_800/LG-75-Inch-QNED-8K-Smart-TV%2C-75QNED95VPA%2C-Black-?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SKYWORTH Skyworth 98 Inch 4K UHD google TV, HDR 10+, Aluminum Grey",SKYWORTH,Electronics,SAR 9999,24999 Save SAR 15000,60% OFF,SAR 428/month    For 36 months,,https://www.extra.com/en-sa/electronics/television/led/skyworth-98-inch-4k-uhd-google-tv-hdr-10-aluminum-grey/p/100332316?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: 4K ULTRA LED || Number of HDMI Inputs: 3,"https:////media.extra.com/i/aurora/100332316_100_02/Skyworth-98-Inch-4K-UHD-google-TV%2C-HDR-10%2B%2C-Aluminum-Grey?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100332316_800/Skyworth-98-Inch-4K-UHD-google-TV%2C-HDR-10%2B%2C-Aluminum-Grey?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100332316_800/Skyworth-98-Inch-4K-UHD-google-TV%2C-HDR-10%2B%2C-Aluminum-Grey?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100332316_800/Skyworth-98-Inch-4K-UHD-google-TV%2C-HDR-10%2B%2C-Aluminum-Grey?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100332316_800/Skyworth-98-Inch-4K-UHD-google-TV%2C-HDR-10%2B%2C-Aluminum-Grey?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SONY Sony, 65 inch, OLED TV, 4K HDR",SONY,Electronics,SAR 9299,19999 Save SAR 10700,53.5% OFF,SAR 398/month    For 36 months,4.6 (90),https://www.extra.com/en-sa/electronics/television/oledtv/sony-65-inch-oled-tv-4k-hdr/p/100344504?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: OLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100344504_100_02/Sony%2C-65-inch%2C-OLED-TV%2C-4K-HDR?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100344504_800/Sony%2C-65-inch%2C-OLED-TV%2C-4K-HDR?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344504_800/Sony%2C-65-inch%2C-OLED-TV%2C-4K-HDR?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100344504_800/Sony%2C-65-inch%2C-OLED-TV%2C-4K-HDR?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344504_800/Sony%2C-65-inch%2C-OLED-TV%2C-4K-HDR?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"LG LG,75 inch, QNED, 4K MiniLED Smart TV",LG,Electronics,SAR 8999,17999 Save SAR 9000,50% OFF,SAR 385/month    For 36 months,,https://www.extra.com/en-sa/electronics/television/miniled/lg-75-inch-qned-4k-miniled-smart-tv/p/100352403?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 4k || Panel Type: MiniLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100352403_100_02/LG%2C75-inch%2C-QNED%2C-4K-MiniLED-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100352403_800/LG%2C75-inch%2C-QNED%2C-4K-MiniLED-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100352403_800/LG%2C75-inch%2C-QNED%2C-4K-MiniLED-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100352403_800/LG%2C75-inch%2C-QNED%2C-4K-MiniLED-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100352403_800/LG%2C75-inch%2C-QNED%2C-4K-MiniLED-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SAMSUNG Samsung, 75 Inch, 4K Smart TV",SAMSUNG,Electronics,SAR 8999,18999 Save SAR 10000,52.63% OFF,SAR 385/month    For 36 months,,https://www.extra.com/en-sa/electronics/television/miniled/samsung-75-inch-4k-smart-tv/p/100336495?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: MiniLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100336495_100_02/Samsung%2C-75-Inch%2C-4K-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100336495_800/Samsung%2C-75-Inch%2C-4K-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100336495_800/Samsung%2C-75-Inch%2C-4K-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100336495_800/Samsung%2C-75-Inch%2C-4K-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100336495_800/Samsung%2C-75-Inch%2C-4K-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SAMSUNG Samsung, 75 Inch, 4K HDR 10+, Smart TV",SAMSUNG,Electronics,SAR 8799,9999 Save SAR 1200,12% OFF,SAR 236/month    For 36 months,,https://www.extra.com/en-sa/electronics/television/qled-tv/samsung-75-inch-4k-hdr-10-smart-tv/p/100330586?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: 4K || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100330586_100_02/Samsung%2C-75-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100330586_800/Samsung%2C-75-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100330586_800/Samsung%2C-75-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100330586_800/Samsung%2C-75-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100330586_800/Samsung%2C-75-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"LG LG, 65 Inch, 4K Smart, OLED TV,120Hz",LG,Electronics,SAR 8699,15999 Save SAR 7300,45.62% OFF,SAR 373/month    For 36 months,4.7 (1417),https://www.extra.com/en-sa/electronics/television/oledtv/lg-65-inch-4k-smart-oled-tv-120hz/p/100314308?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: OLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100314308_100_02/LG%2C-65-Inch%2C-4K-Smart%2C-OLED-TV%2C120Hz?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100314308_800/LG%2C-65-Inch%2C-4K-Smart%2C-OLED-TV%2C120Hz?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100314308_800/LG%2C-65-Inch%2C-4K-Smart%2C-OLED-TV%2C120Hz?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100314308_800/LG%2C-65-Inch%2C-4K-Smart%2C-OLED-TV%2C120Hz?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100314308_800/LG%2C-65-Inch%2C-4K-Smart%2C-OLED-TV%2C120Hz?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
SONY Sony Bravia 85-Inch 4K HDR Google TV,SONY,Electronics,SAR 8499,15999 Save SAR 7500,46.87% OFF,SAR 364/month    For 36 months,4.6 (81),https://www.extra.com/en-sa/electronics/television/led/sony-bravia-85-inch-4k-hdr-google-tv/p/100321681?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: 4K Smart LED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100321681_100_02/Sony-Bravia-85-Inch-4K-HDR-Google-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100321681_800/Sony-Bravia-85-Inch-4K-HDR-Google-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100321681_800/Sony-Bravia-85-Inch-4K-HDR-Google-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100321681_800/Sony-Bravia-85-Inch-4K-HDR-Google-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100321681_800/Sony-Bravia-85-Inch-4K-HDR-Google-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"LG LG, 75 Inch, QNED TV, 4K HDR, Smart TV",LG,Electronics,SAR 8499,17999 Save SAR 9500,52.78% OFF,SAR 364/month    For 36 months,,https://www.extra.com/en-sa/electronics/television/qned/lg-75-inch-qned-tv-4k-hdr-smart-tv/p/100344773?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: QNED TV || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100344773_100_02/LG%2C-75-Inch%2C-QNED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100344773_800/LG%2C-75-Inch%2C-QNED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344773_800/LG%2C-75-Inch%2C-QNED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100344773_800/LG%2C-75-Inch%2C-QNED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344773_800/LG%2C-75-Inch%2C-QNED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SONY Sony, 75 inch, LED TV, 4K HDR, Google TV",SONY,Electronics,SAR 8299,19999 Save SAR 11700,58.5% OFF,SAR 356/month    For 36 months,4.4 (31),https://www.extra.com/en-sa/electronics/television/led/sony-75-inch-led-tv-4k-hdr-google-tv/p/100345438?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: LED TV || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100345438_100_02/Sony%2C-75-inch%2C-LED-TV%2C-4K-HDR%2C-Google-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100345438_800/Sony%2C-75-inch%2C-LED-TV%2C-4K-HDR%2C-Google-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100345438_800/Sony%2C-75-inch%2C-LED-TV%2C-4K-HDR%2C-Google-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100345438_800/Sony%2C-75-inch%2C-LED-TV%2C-4K-HDR%2C-Google-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100345438_800/Sony%2C-75-inch%2C-LED-TV%2C-4K-HDR%2C-Google-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"LG LG 65 Inch, 4K OLED TV, Smart TV",LG,Electronics,SAR 8199,23999 Save SAR 15800,65.83% OFF,SAR 351/month    For 36 months,4.6 (364),https://www.extra.com/en-sa/electronics/television/oledtv/lg-65-inch-4k-oled-tv-smart-tv/p/100344706?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: OLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100344706_100_02/LG-65-Inch%2C-4K-OLED-TV%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100344706_800/LG-65-Inch%2C-4K-OLED-TV%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344706_800/LG-65-Inch%2C-4K-OLED-TV%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100344706_800/LG-65-Inch%2C-4K-OLED-TV%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344706_800/LG-65-Inch%2C-4K-OLED-TV%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SAMSUNG Samsung, 65 Inch, 4K HDR, Smart QLED TV",SAMSUNG,Electronics,SAR 7999,For 36 months,,SAR 343/month    For 36 months,,https://www.extra.com/en-sa/electronics/television/qled-tv/samsung-65-inch-4k-hdr-smart-qled-tv/p/100311749?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: QLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100311749_100_02/Samsung%2C-65-Inch%2C-4K-HDR%2C-Smart-QLED-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100311749_800/Samsung%2C-65-Inch%2C-4K-HDR%2C-Smart-QLED-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100311749_800/Samsung%2C-65-Inch%2C-4K-HDR%2C-Smart-QLED-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100311749_800/Samsung%2C-65-Inch%2C-4K-HDR%2C-Smart-QLED-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100311749_800/Samsung%2C-65-Inch%2C-4K-HDR%2C-Smart-QLED-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SONY Sony, 85 inch, LED TV, 4K HDR",SONY,Electronics,SAR 7599,13499 Save SAR 5900,43.7% OFF,SAR 326/month    For 36 months,4.4 (27),https://www.extra.com/en-sa/electronics/television/led/sony-85-inch-led-tv-4k-hdr/p/100344507?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: LED TV || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100344507_100_02/Sony%2C-85-inch%2C-LED-TV%2C-4K-HDR?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100344507_800/Sony%2C-85-inch%2C-LED-TV%2C-4K-HDR?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344507_800/Sony%2C-85-inch%2C-LED-TV%2C-4K-HDR?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100344507_800/Sony%2C-85-inch%2C-LED-TV%2C-4K-HDR?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344507_800/Sony%2C-85-inch%2C-LED-TV%2C-4K-HDR?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
